excel_row,status,db_id,excel_name,excel_city,excel_region,excel_address,db_name,db_city,db_region,db_address
110,exact_match,697792902e40cca8d4f828fb,Dewson Street YMCA,Toronto,Toronto,"65 Concord Avenue, Toronto, ON M6H 2N9",Dewson Street YMCA,Toronto,Toronto,"65 Concord Avenue, Toronto, ON M6H 2N9"
111,exact_match,697792962e40cca8d4f82c36,Discovery Place Child Care Centre Ltd.,Scarborough,Toronto,"22 Tuxedo Ct, Scarborough, ON M1G 3S3",Discovery Place Child Care Centre Ltd.,Scarborough,Toronto,"22 Tuxedo Ct, Scarborough, ON M1G 3S3"
112,exact_match,6977928e2e40cca8d4f8278c,Distillery District Early Learning Centre,Toronto,Toronto,"8 Distillery Lane, Toronto, ON M5A 3C4",Distillery District Early Learning Centre,Toronto,Toronto,"8 Distillery Lane, Toronto, ON M5A 3C4"
113,exact_match,697792902e40cca8d4f82891,Dover Gardens Nursery School,Toronto,Toronto,"228 Bartlett Ave, Toronto, ON M6H 3G4",Dover Gardens Nursery School,Toronto,Toronto,"228 Bartlett Ave, Toronto, ON M6H 3G4"
114,exact_match,6977928e2e40cca8d4f824ac,"Downsview Public School, Extended Day Program",North York,Toronto,"2829 Keele St., North York, ON M3M 2G7","Downsview Public School, Extended Day Program",North York,Toronto,"2829 Keele St., North York, ON M3M 2G7"
115,exact_match,697792962e40cca8d4f82cd2,"Downtown Kids Academy, Inc.",Toronto,Toronto,"905 King St W, Toronto, ON M6K 3G9","Downtown Kids Academy, Inc.",Toronto,Toronto,"905 King St W, Toronto, ON M6K 3G9"
116,exact_match,697792962e40cca8d4f82cd3,Downtown Montessori At Coatsworth (Formerly Ward Nine -Coatsworth),Toronto,Toronto,"11 Coatsworth Crescent, Toronto, ON M4C 5P8",Downtown Montessori At Coatsworth (Formerly Ward Nine -Coatsworth),Toronto,Toronto,"11 Coatsworth Crescent, Toronto, ON M4C 5P8"
117,exact_match,697792962e40cca8d4f82d60,Downtown Montessori At Infinity Place (Day Care Connection),Toronto,Toronto,"26 Grand Trunk Crescent, Toronto, ON M5J 3A9",Downtown Montessori At Infinity Place (Day Care Connection),Toronto,Toronto,"26 Grand Trunk Crescent, Toronto, ON M5J 3A9"
118,exact_match,697792962e40cca8d4f82d86,Downtown Montessori At Simcoe Place,Toronto,Toronto,"200 Front St. West, Toronto, ON M5V 3J1",Downtown Montessori At Simcoe Place,Toronto,Toronto,"200 Front St. West, Toronto, ON M5V 3J1"
119,exact_match,6977928e2e40cca8d4f82479,Dr Eric Jackman Institute Of Child Study Laboratory School Nursery,Toronto,Toronto,"45 Walmer Road, Toronto, ON M5R 2X2",Dr Eric Jackman Institute Of Child Study Laboratory School Nursery,Toronto,Toronto,"45 Walmer Road, Toronto, ON M5R 2X2"
120,exact_match,6977928e2e40cca8d4f82704,Dublin Heights Community Child Care,York Centre,Toronto,"100 Bainbridge Ave, North York, ON M3H 2K2",Dublin Heights Community Child Care,York Centre,Toronto,"100 Bainbridge Ave, North York, ON M3H 2K2"
121,exact_match,697792962e40cca8d4f82c37,Early Years Education System (E.Y.E.S),Toronto,Toronto,"3000 Victoria Park Ave., #095 Daycare Unit, Toronto, ON M2J 4Y2",Early Years Education System (E.Y.E.S),Toronto,Toronto,"3000 Victoria Park Ave., #095 Daycare Unit, Toronto, ON M2J 4Y2"
122,exact_match,6977928e2e40cca8d4f82706,East Scarb. Boys' & Girls' Club - Eastside Child Care Centre,Toronto,Toronto,"20 Waldock Street, Toronto, ON M1E 2E5",East Scarb. Boys' & Girls' Club - Eastside Child Care Centre,Toronto,Toronto,"20 Waldock Street, Toronto, ON M1E 2E5"
123,exact_match,6977928e2e40cca8d4f82707,East Scarb. Child Care Centre - East Scarb. Boys & Girls Club,Toronto,Toronto,"230 Morningside Avenue, Toronto, ON M1E 3E1",East Scarb. Child Care Centre - East Scarb. Boys & Girls Club,Toronto,Toronto,"230 Morningside Avenue, Toronto, ON M1E 3E1"
124,exact_match,697792962e40cca8d4f82cd5,Eastside Club Day Care - 100 Galloway Road,Toronto,Toronto,"100 Galloway Rd, Toronto, ON M1E 1W7",Eastside Club Day Care - 100 Galloway Road,Toronto,Toronto,"100 Galloway Rd, Toronto, ON M1E 1W7"
125,exact_match,6977928e2e40cca8d4f8278e,East Toronto Village Children's Centre,Toronto,Toronto,"43 Kimberley Ave, Toronto, ON M4E 2Z4",East Toronto Village Children's Centre,Toronto,Toronto,"43 Kimberley Ave, Toronto, ON M4E 2Z4"
126,exact_match,6977928e2e40cca8d4f8260f,Eco Kids-Child Care Centre Inc.,Etobicoke,Toronto,"1315 Kipling Ave, Etobicoke, ON M9B 3N7",Eco Kids-Child Care Centre Inc.,Etobicoke,Toronto,"1315 Kipling Ave, Etobicoke, ON M9B 3N7"
127,exact_match,697792902e40cca8d4f8280c,Eh To Zed Preschool Canada Early Learning Academy,Toronto,Toronto,"3 Concorde Gate, Toronto, Ontario M3C 3N7",Eh To Zed Preschool Canada Early Learning Academy,Toronto,Toronto,"3 Concorde Gate, Toronto, Ontario M3C 3N7"
128,exact_match,6977928e2e40cca8d4f8278f,Eitz Chaim Schools Vm,North York,Toronto,"1 Viewmount Ave, North York, ON M6B 1T2",Eitz Chaim Schools Vm,North York,Toronto,"1 Viewmount Ave, North York, ON M6B 1T2"
129,exact_match,6977928e2e40cca8d4f82709,Elkhorn Junior Y - (YMCA),North York,Toronto,"10 Elkhorn Drive, North York, ON M2K 1J3",Elkhorn Junior Y - (YMCA),North York,Toronto,"10 Elkhorn Drive, North York, ON M2K 1J3"
130,exact_match,6977928e2e40cca8d4f824c4,"Ellesmere-Statton Public School, Extended Day Program",Scarborough,Toronto,"739 Ellesmere Rd, Scarborough, ON M1P 2W1","Ellesmere-Statton Public School, Extended Day Program",Scarborough,Toronto,"739 Ellesmere Rd, Scarborough, ON M1P 2W1"
131,exact_match,697792902e40cca8d4f829cc,Engaging Minds Child Care,North York,Toronto,"29 Gervais Dr #104, North York, ON M3C 1Y9",Engaging Minds Child Care,North York,Toronto,"29 Gervais Dr #104, North York, ON M3C 1Y9"
132,exact_match,6977928e2e40cca8d4f8270a,Epiphany Of Our Lord Jr YMCA,Scarborough,Toronto,"3150 Pharmacy Avenue, Scarborough, ON M1W 3J5",Epiphany Of Our Lord Jr YMCA,Scarborough,Toronto,"3150 Pharmacy Avenue, Scarborough, ON M1W 3J5"
133,exact_match,6977928e2e40cca8d4f82791,Eyes Abacus Child Care,Scarborough,Toronto,"20 Chichester Pl, Scarborough, ON M1T 1G6",Eyes Abacus Child Care,Scarborough,Toronto,"20 Chichester Pl, Scarborough, ON M1T 1G6"
134,exact_match,697792902e40cca8d4f828fd,Family Day Kennedy Extended Day & School Age Program,Scarborough,Toronto,"20 Elmfield Crescent Scarborough, ON Canada M1V 2Y6",Family Day Kennedy Extended Day & School Age Program,Scarborough,Toronto,"20 Elmfield Crescent Scarborough, ON Canada M1V 2Y6"
135,exact_match,697792902e40cca8d4f828fe,Family Day Kingslake Before And After School Program,North York,Toronto,"90 Kingslake Road, North York, ON M2J 3E8",Family Day Kingslake Before And After School Program,North York,Toronto,"90 Kingslake Road, North York, ON M2J 3E8"
136,exact_match,697792902e40cca8d4f828ff,Family Day Muirhead Extended Day And School Age Program,North York,Toronto,"25 Muirhead Road, North York, Ontario M2J 3W3",Family Day Muirhead Extended Day And School Age Program,North York,Toronto,"25 Muirhead Road, North York, Ontario M2J 3W3"
137,exact_match,697792902e40cca8d4f82900,Family Day North Agincourt Before And After School Program,Scarborough,Toronto,"60 Moran Road, Scarborough, ON M1S 2J3",Family Day North Agincourt Before And After School Program,Scarborough,Toronto,"60 Moran Road, Scarborough, ON M1S 2J3"
138,exact_match,697792902e40cca8d4f82901,Family Day Sacred Heart Toronto Before And After School Program,Scarborough,Toronto,"75 Hupfield Trail, Scarborough, ON M1B 4S3",Family Day Sacred Heart Toronto Before And After School Program,Scarborough,Toronto,"75 Hupfield Trail, Scarborough, ON M1B 4S3"
139,exact_match,697792962e40cca8d4f82c3a,Family Day St Barnabas Child Care Centre,Scarborough,Toronto,"30 Washburn Way Scarborough, ON M1B 1H3",Family Day St Barnabas Child Care Centre,Scarborough,Toronto,"30 Washburn Way Scarborough, ON M1B 1H3"
140,exact_match,697792902e40cca8d4f82902,Family Day Thomas L Wells Extended Day And School Age Program,Scarborough,Toronto,"69 Nightstar Road, Scarborough, Ontario M1X 1V6",Family Day Thomas L Wells Extended Day And School Age Program,Scarborough,Toronto,"69 Nightstar Road, Scarborough, Ontario M1X 1V6"
141,exact_match,697792902e40cca8d4f827e9,Fantasia Child Care Center (2724826 Ontario Inc),North York,Toronto,"678 Sheppard Ave W, North York, ON M3H 2S5",Fantasia Child Care Center (2724826 Ontario Inc),North York,Toronto,"678 Sheppard Ave W, North York, ON M3H 2S5"
142,exact_match,6977928e2e40cca8d4f8270c,Faywood Boulevard Child Care Centre,North York,Toronto,"95 Faywood Blvd, North York, ON M3H 2X5",Faywood Boulevard Child Care Centre,North York,Toronto,"95 Faywood Blvd, North York, ON M3H 2X5"
143,exact_match,6977928e2e40cca8d4f8270d,Fenside Drive Children's Centre,North York,Toronto,"131 Fenside Dr, North York, ON M3A 2V9",Fenside Drive Children's Centre,North York,Toronto,"131 Fenside Dr, North York, ON M3A 2V9"
144,exact_match,697792902e40cca8d4f82844,Ferncliff Daycare And After School Group,Toronto,Toronto,"128 Fern Ave, Toronto, ON M6R 1K3",Ferncliff Daycare And After School Group,Toronto,Toronto,"128 Fern Ave, Toronto, ON M6R 1K3"
145,exact_match,6977928e2e40cca8d4f8270f,Fleming Junior YMCA,Scarborough,Toronto,"22 Littles Road, Scarborough, ON M1B 5B5",Fleming Junior YMCA,Scarborough,Toronto,"22 Littles Road, Scarborough, ON M1B 5B5"
146,exact_match,697792902e40cca8d4f82903,Forest Manor YMCA,North York,Toronto,"25 Forest Manor Rd., North York, ON M2J 1M4",Forest Manor YMCA,North York,Toronto,"25 Forest Manor Rd., North York, ON M2J 1M4"
147,exact_match,697792902e40cca8d4f82893,Friends Day Care Centre,Toronto,Toronto,"60 Lowther Ave, Toronto, ON M5R 2K2",Friends Day Care Centre,Toronto,Toronto,"60 Lowther Ave, Toronto, ON M5R 2K2"
148,exact_match,697792962e40cca8d4f82ce1,Galloway Early Learning & Child Care Centre,Scarborough,Toronto,"4299 Kingston Rd, Scarborough, ON M1E 2M9",Galloway Early Learning & Child Care Centre,Scarborough,Toronto,"4299 Kingston Rd, Scarborough, ON M1E 2M9"
149,exact_match,697792962e40cca8d4f82ce2,Gan Chabad Preschool,North York,Toronto,"147 Overbrook Pl, North York, ON M3H 4R1",Gan Chabad Preschool,North York,Toronto,"147 Overbrook Pl, North York, ON M3H 4R1"
150,exact_match,697792902e40cca8d4f82800,Gan Shalom Preschool (OpChabad On The Avenue),Toronto,Toronto,"157 Falkirk St, Toronto, ON M5M 4K4",Gan Shalom Preschool (OpChabad On The Avenue),Toronto,Toronto,"157 Falkirk St, Toronto, ON M5M 4K4"
151,exact_match,6977928e2e40cca8d4f82712,Garderie Chez Tante Laure,Scarborough,Toronto,"339 Alton Towers Cir, Scarborough, ON M1V 4L3",Garderie Chez Tante Laure,Scarborough,Toronto,"339 Alton Towers Cir, Scarborough, ON M1V 4L3"
152,exact_match,697792902e40cca8d4f82821,Garderie La Farandole Felix-Leclerc,Toronto,Toronto,"50 Celestine Dr. Toronto, ON M9R 3N3",Garderie La Farandole Felix-Leclerc,Toronto,Toronto,"50 Celestine Dr. Toronto, ON M9R 3N3"
153,exact_match,697792902e40cca8d4f828e0,Garderie La Farandole Gabrielle Roy,Toronto,Toronto,"14 Pembroke street, Toronto, ON M5A 2N7",Garderie La Farandole Gabrielle Roy,Toronto,Toronto,"14 Pembroke street, Toronto, ON M5A 2N7"
154,exact_match,6977928e2e40cca8d4f82715,Garderie La Farandole - Pierre Elliott Trudeau,Toronto,Toronto,"77 Grace Street ,Toronto, ON M6J 2S4",Garderie La Farandole - Pierre Elliott Trudeau,Toronto,Toronto,"77 Grace Street ,Toronto, ON M6J 2S4"
155,exact_match,697792962e40cca8d4f82c3c,Garderie Mon Petit Jardin,Scarborough,Toronto,"500 Sandhurst Cir, Scarborough, ON M1S 3P2",Garderie Mon Petit Jardin,Scarborough,Toronto,"500 Sandhurst Cir, Scarborough, ON M1S 3P2"
156,exact_match,697792902e40cca8d4f82820,Garfield Avenue Children's Circle,Toronto,Toronto,"1 Garfield Ave, Toronto, ON M4T 1E6",Garfield Avenue Children's Circle,Toronto,Toronto,"1 Garfield Ave, Toronto, ON M4T 1E6"
157,exact_match,6977928e2e40cca8d4f8276c,Garrison Creek Community Day Care,Toronto,Toronto,"222 Niagara St, Toronto, ON M6J 2L3",Garrison Creek Community Day Care,Toronto,Toronto,"222 Niagara St, Toronto, ON M6J 2L3"
158,exact_match,697792962e40cca8d4f82d61,George Brown - Casa Loma Child Care Centre,Toronto,Toronto,"160 Kendal Avenue, Toronto ON, M5R 1M3",George Brown - Casa Loma Child Care Centre,Toronto,Toronto,"160 Kendal Avenue, Toronto ON, M5R 1M3"
159,exact_match,697792962e40cca8d4f82d62,George Brown College - Mary's Place Child Care Centre,Toronto,Toronto,"185 Queens Quay East, Toronto, ON M5A 1B6",George Brown College - Mary's Place Child Care Centre,Toronto,Toronto,"185 Queens Quay East, Toronto, ON M5A 1B6"
160,exact_match,697792962e40cca8d4f82fa6,George Brown - Dennis Avenue Child Care Centre,Toronto,Toronto,"17 Dennis Ave, Toronto, ON, M6N 2T7",George Brown - Dennis Avenue Child Care Centre,Toronto,Toronto,"17 Dennis Ave, Toronto, ON, M6N 2T7"
161,exact_match,697792902e40cca8d4f82982,George Brown - Elmlea,Etobicoke,Toronto,"50 Hadrian Dr., Etobicoke, ON M9W 1V4",George Brown - Elmlea,Etobicoke,Toronto,"50 Hadrian Dr., Etobicoke, ON M9W 1V4"
162,exact_match,697792902e40cca8d4f828e4,George Brown - Fashion District/Ryerson Child Care Centre,Toronto,Toronto,"96 Denison Avenue, Toronto ON, M5T 1E4",George Brown - Fashion District/Ryerson Child Care Centre,Toronto,Toronto,"96 Denison Avenue, Toronto ON, M5T 1E4"
163,exact_match,697792962e40cca8d4f82fa7,George Brown - Nelson Mandela Child Care Centre,Toronto,Toronto,"440 Shuter Street, Toronto ON, M5A 1X6",George Brown - Nelson Mandela Child Care Centre,Toronto,Toronto,"440 Shuter Street, Toronto ON, M5A 1X6"
164,exact_match,697792962e40cca8d4f82d63,George Brown - Richmond Adelaide Childcare Centre,Toronto,Toronto,"130 Adelaide Street West, Mezzanine Level, Toronto ON, M5H 3P5",George Brown - Richmond Adelaide Childcare Centre,Toronto,Toronto,"130 Adelaide Street West, Mezzanine Level, Toronto ON, M5H 3P5"
165,exact_match,697792962e40cca8d4f82fa8,George Brown - Rose Avenue Child Care Centre,Toronto,Toronto,"675 Ontario Street, Toronto, ON M4X 1N4",George Brown - Rose Avenue Child Care Centre,Toronto,Toronto,"675 Ontario Street, Toronto, ON M4X 1N4"
166,exact_match,697792962e40cca8d4f82c3f,George Webster Jr YMCA,Toronto,Toronto,"50 Chapman Avenue, Toronto, ON M4B 1C5",George Webster Jr YMCA,Toronto,Toronto,"50 Chapman Avenue, Toronto, ON M4B 1C5"
167,exact_match,697792962e40cca8d4f82ce4,Gerrard Early Learning Centre,Toronto,Toronto,"163 Gerrard St E, Toronto, ON M5A 2E5",Gerrard Early Learning Centre,Toronto,Toronto,"163 Gerrard St E, Toronto, ON M5A 2E5"
168,exact_match,697792902e40cca8d4f82905,Glamorgan School Age YMCA,Scarborough,Toronto,"51 Antrim Crescent, Scarborough, ON M1P 4N4",Glamorgan School Age YMCA,Scarborough,Toronto,"51 Antrim Crescent, Scarborough, ON M1P 4N4"
169,exact_match,697792902e40cca8d4f82847,Gledhill Avenue Child Care Centre,Toronto,Toronto,"2 Gledhill Ave, Toronto, ON M4C 5K6",Gledhill Avenue Child Care Centre,Toronto,Toronto,"2 Gledhill Ave, Toronto, ON M4C 5K6"
170,exact_match,697792902e40cca8d4f82848,Glen Cameron For Kids,North York,Toronto,"211 Cameron Ave, North York, ON M2N 1E8",Glen Cameron For Kids,North York,Toronto,"211 Cameron Ave, North York, ON M2N 1E8"
171,exact_match,6977928e2e40cca8d4f824af,"Glen Ravine Junior Public School, Extended Day Program",Scarborough,Toronto,"11 Gadsby Dr, Scarborough, ON M1K 4V4","Glen Ravine Junior Public School, Extended Day Program",Scarborough,Toronto,"11 Gadsby Dr, Scarborough, ON M1K 4V4"
172,exact_match,697792962e40cca8d4f82d65,Grace Church On-The-Hill Child Care Centre,Toronto,Toronto,"300 Lonsdale Rd, Toronto, ON M4V 1X4",Grace Church On-The-Hill Child Care Centre,Toronto,Toronto,"300 Lonsdale Rd, Toronto, ON M4V 1X4"
173,exact_match,6977928e2e40cca8d4f82794,Grand Avenue Montessori School - 600,Etobicoke,Toronto,"600 The Queensway, Etobicoke, ON M8Y 1K1",Grand Avenue Montessori School - 600,Etobicoke,Toronto,"600 The Queensway, Etobicoke, ON M8Y 1K1"
174,exact_match,697792902e40cca8d4f82897,Grand Avenue Montessori School - 602,Etobicoke,Toronto,"602 The Queensway, Etobicoke, ON M8Y 1K1",Grand Avenue Montessori School - 602,Etobicoke,Toronto,"602 The Queensway, Etobicoke, ON M8Y 1K1"
175,exact_match,6977928e2e40cca8d4f824b0,"Grey Owl Junior Public School, Extended Day Program",Scarborough,Toronto,"11 Gadsby Dr, Scarborough, ON M1K 4V4","Grey Owl Junior Public School, Extended Day Program",Scarborough,Toronto,"11 Gadsby Dr, Scarborough, ON M1K 4V4"
176,exact_match,6977928e2e40cca8d4f82719,Hawthorne-On-Essex Day Care,Toronto,Toronto,"50 Essex St, Toronto, ON M6G 1T3",Hawthorne-On-Essex Day Care,Toronto,Toronto,"50 Essex St, Toronto, ON M6G 1T3"
177,exact_match,6977928e2e40cca8d4f8245e,Head Start Montessori,North York,Toronto,"235 Sheppard Ave E, North York, ON M2J 5B5",Head Start Montessori,North York,Toronto,"235 Sheppard Ave E, North York, ON M2J 5B5"
178,exact_match,697792962e40cca8d4f82c42,Heart Beatz Child Care - Cedarbrook Site,Scarborough,Toronto,"56 Nelson St, Scarborough, ON M1J 2V6",Heart Beatz Child Care - Cedarbrook Site,Scarborough,Toronto,"56 Nelson St, Scarborough, ON M1J 2V6"
179,exact_match,697792962e40cca8d4f82c43,Heart Beatz Child Care - Cliffcrest Site,Scarborough,Toronto,"2938 Eglinton Av. East, Scarborough, Ontario M1J 2E4",Heart Beatz Child Care - Cliffcrest Site,Scarborough,Toronto,"2938 Eglinton Av. East, Scarborough, Ontario M1J 2E4"
180,exact_match,697792962e40cca8d4f82c44,Heart Beatz Child Care - Solaris Site,Toronto,Toronto,"141 Village Green Square, Toronto, ON. M1S 0L3",Heart Beatz Child Care - Solaris Site,Toronto,Toronto,"141 Village Green Square, Toronto, ON. M1S 0L3"
181,exact_match,697792962e40cca8d4f82c45,Heart Beatz - Halbert Child Care Site,Scarborough,Toronto,"25 Halbert Place, Scarborough, ON. M1M 0E1",Heart Beatz - Halbert Child Care Site,Scarborough,Toronto,"25 Halbert Place, Scarborough, ON. M1M 0E1"
182,exact_match,6977928e2e40cca8d4f8271a,Heath And Ferndale Child Care Program,Toronto,Toronto,"23 Ferndale Ave, Toronto, ON M4T 2B4",Heath And Ferndale Child Care Program,Toronto,Toronto,"23 Ferndale Ave, Toronto, ON M4T 2B4"
183,exact_match,6977928e2e40cca8d4f8271b,Heritage Child Care & Early Learning Centre,Scarborough,Toronto,"44 Port Royal Trail, Scarborough, ON M1V 2G8",Heritage Child Care & Early Learning Centre,Scarborough,Toronto,"44 Port Royal Trail, Scarborough, ON M1V 2G8"
184,exact_match,697792902e40cca8d4f82907,Heritage Child Care & Early Learning - Milliken Site,Scarborough,Toronto,"130 Port Royal Trail, Toronto, ON M1V 2T4",Heritage Child Care & Early Learning - Milliken Site,Scarborough,Toronto,"130 Port Royal Trail, Toronto, ON M1V 2T4"
185,exact_match,697792962e40cca8d4f82da0,Hester How Early Learning Centre,Toronto,Toronto,"100 Queen St W, Toronto, ON M5H 2N3",Hester How Early Learning Centre,Toronto,Toronto,"100 Queen St W, Toronto, ON M5H 2N3"
186,exact_match,697792962e40cca8d4f82ce8,High Park Early Learning Centre,Toronto,Toronto,"17 High Park Ave, Toronto, ON M6P 3K8",High Park Early Learning Centre,Toronto,Toronto,"17 High Park Ave, Toronto, ON M6P 3K8"
187,exact_match,697792962e40cca8d4f82ce9,High Park Jr YMCA,Toronto,Toronto,"2665 Dundas St W, Toronto, ON M6P 1Y1",High Park Jr YMCA,Toronto,Toronto,"2665 Dundas St W, Toronto, ON M6P 1Y1"
188,exact_match,697792902e40cca8d4f8284b,Highview Wilson Child Care,North York,Toronto,"22 Highview Ave, North York, ON M3M1C4",Highview Wilson Child Care,North York,Toronto,"22 Highview Ave, North York, ON M3M1C4"
189,exact_match,6977928e2e40cca8d4f82460,Hillcrest Progressive School,North York,Toronto,"59 Plymbridge Rd, North York, ON M2P 1A2",Hillcrest Progressive School,North York,Toronto,"59 Plymbridge Rd, North York, ON M2P 1A2"
190,exact_match,697792902e40cca8d4f8284c,Hillmount Child Care,North York,Toronto,"245 McNicoll Ave, North York, ON M2H 2C4",Hillmount Child Care,North York,Toronto,"245 McNicoll Ave, North York, ON M2H 2C4"
191,exact_match,697792962e40cca8d4f82c46,Hilltop Daycare Centre,Scarborough,Toronto,"160 N Bonnington Ave, Scarborough, ON M1K 1Y1",Hilltop Daycare Centre,Scarborough,Toronto,"160 N Bonnington Ave, Scarborough, ON M1K 1Y1"
192,exact_match,6977928e2e40cca8d4f82795,Hippo Nursery School,Toronto,Toronto,"729 St Clair Ave W, Toronto, ON M6C 1B2",Hippo Nursery School,Toronto,Toronto,"729 St Clair Ave W, Toronto, ON M6C 1B2"
193,exact_match,697792902e40cca8d4f8284d,Holy Spirit Jr YMCA,Scarborough,Toronto,"3530 Sheppard Avenue East, Scarborough, ON M1T 3K7",Holy Spirit Jr YMCA,Scarborough,Toronto,"3530 Sheppard Avenue East, Scarborough, ON M1T 3K7"
194,exact_match,697792902e40cca8d4f82908,Holy Trinity YMCA,Etobicoke,Toronto,"6 Colonel Samuel Smith Park Drive, Etobicoke, ON M8V 4B7",Holy Trinity YMCA,Etobicoke,Toronto,"6 Colonel Samuel Smith Park Drive, Etobicoke, ON M8V 4B7"
195,exact_match,697792902e40cca8d4f82909,Howard Park Children's Centre,Toronto,Toronto,"30 Marmaduke St, Toronto, ON M6R 1T2",Howard Park Children's Centre,Toronto,Toronto,"30 Marmaduke St, Toronto, ON M6R 1T2"
196,exact_match,6977928e2e40cca8d4f8271c,Humber Bay Child Care Centre,Etobicoke,Toronto,"50 Cloverhill Rd, Etobicoke, ON M8Y 1T3",Humber Bay Child Care Centre,Etobicoke,Toronto,"50 Cloverhill Rd, Etobicoke, ON M8Y 1T3"
197,exact_match,697792962e40cca8d4f82cea,Humber Child Development Centre,Etobicoke,Toronto,"Arboretum Blvd, Etobicoke, ON M9W 5L7",Humber Child Development Centre,Etobicoke,Toronto,"Arboretum Blvd, Etobicoke, ON M9W 5L7"
198,exact_match,697792902e40cca8d4f8290a,Humbercrest School Age YMCA,Toronto,Toronto,"14 St. Mark's Road, Toronto, ON M6S 2H7",Humbercrest School Age YMCA,Toronto,Toronto,"14 St. Mark's Road, Toronto, ON M6S 2H7"
199,exact_match,6977928e2e40cca8d4f824d1,Hunter's Glen School Age YMCA,Scarborough,Toronto,"16 Haileybury Drive, Scarborough, ON M1K 4X5",Hunter's Glen School Age YMCA,Scarborough,Toronto,"16 Haileybury Drive, Scarborough, ON M1K 4X5"
200,exact_match,697792902e40cca8d4f828b6,Hurwich Education Centre - Kamin,North York,Toronto,"252 Finch Ave W, North York, ON M2R 1M9",Hurwich Education Centre - Kamin,North York,Toronto,"252 Finch Ave W, North York, ON M2R 1M9"
201,exact_match,697792962e40cca8d4f82d8a,Hydro Bright Lights Childcare Centre,Etobicoke,Toronto,"800 Kipling Ave, Etobicoke, ON M8Z 5G5",Hydro Bright Lights Childcare Centre,Etobicoke,Toronto,"800 Kipling Ave, Etobicoke, ON M8Z 5G5"
202,exact_match,6977928e2e40cca8d4f82798,Impact Childcare Centre,North York,Toronto,"4545 Jane St, North York, ON M3N 2K7",Impact Childcare Centre,North York,Toronto,"4545 Jane St, North York, ON M3N 2K7"
203,exact_match,697792902e40cca8d4f8290c,Indian Road Crescent School Age YMCA,Toronto,Toronto,"285 Indian Road Crescent, Toronto, ON M6P 2G8",Indian Road Crescent School Age YMCA,Toronto,Toronto,"285 Indian Road Crescent, Toronto, ON M6P 2G8"
204,exact_match,697792962e40cca8d4f82ceb,Isabella Walton Child Care (Scarborough)Inc.,Scarborough,Toronto,"835 Birchmount Rd, Scarborough, ON M1K 5K1",Isabella Walton Child Care (Scarborough)Inc.,Scarborough,Toronto,"835 Birchmount Rd, Scarborough, ON M1K 5K1"
205,exact_match,697792902e40cca8d4f8284f,Jackman Community Daycare,Toronto,Toronto,"79 Jackman Ave, Toronto, ON M4K 2X5",Jackman Community Daycare,Toronto,Toronto,"79 Jackman Ave, Toronto, ON M4K 2X5"
206,exact_match,6977928e2e40cca8d4f824b1,"Jesse Ketchum Junior And Senior Public School, Extended Day Program",Toronto,Toronto,"61 Davenport Rd, Toronto ON, M5R 1H4","Jesse Ketchum Junior And Senior Public School, Extended Day Program",Toronto,Toronto,"61 Davenport Rd, Toronto ON, M5R 1H4"
207,exact_match,697792902e40cca8d4f827ec,Jewish Russian Community Centre Preschool & Day Care,York Centre,Toronto,"5987 Bathurst St #3, North York, ON M2R 1Z3, Canada",Jewish Russian Community Centre Preschool & Day Care,York Centre,Toronto,"5987 Bathurst St #3, North York, ON M2R 1Z3, Canada"
208,exact_match,697792902e40cca8d4f827ed,Jingbao (Downtown)Bilingual Children's Centre (96 Denison Avenue),Spadina-Fort York,Toronto,"96 Denison Ave, Toronto, ON M5T 1E4, Canada",Jingbao (Downtown)Bilingual Children's Centre (96 Denison Avenue),Spadina-Fort York,Toronto,"96 Denison Ave, Toronto, ON M5T 1E4, Canada"
209,exact_match,6977928e2e40cca8d4f8271d,Jingbao Bilingual Children's Centre,Toronto,Toronto,"96 Denison Ave, Toronto, ON M5T 1E4",Jingbao Bilingual Children's Centre,Toronto,Toronto,"96 Denison Ave, Toronto, ON M5T 1E4"
210,exact_match,697792902e40cca8d4f828b7,Jingbao Bilingual Children's Centre - Scarborough,Scarborough,Toronto,"2350 McCowan Rd, Scarborough, ON M1S 4B4",Jingbao Bilingual Children's Centre - Scarborough,Scarborough,Toronto,"2350 McCowan Rd, Scarborough, ON M1S 4B4"
211,exact_match,697792902e40cca8d4f8290d,John English YMCA,Etobicoke,Toronto,"95 Mimico Avenue, Etobicoke, ON M8V 1R4",John English YMCA,Etobicoke,Toronto,"95 Mimico Avenue, Etobicoke, ON M8V 1R4"
212,exact_match,697792902e40cca8d4f82979,John G. Althouse - Princess Margaret,Toronto,Toronto,"65 Tromley Drive, Toronto, Ontario M9B 5Y7",John G. Althouse - Princess Margaret,Toronto,Toronto,"65 Tromley Drive, Toronto, Ontario M9B 5Y7"
213,exact_match,697792902e40cca8d4f82850,John Ross Robertson Child Centre,Toronto,Toronto,"130 Glengrove Ave W, Toronto, ON M4R 1P2",John Ross Robertson Child Centre,Toronto,Toronto,"130 Glengrove Ave W, Toronto, ON M4R 1P2"
214,exact_match,697792902e40cca8d4f82851,John Wanless Child Care,Toronto,Toronto,"245 Fairlawn Ave, Toronto, ON M5M 1T2",John Wanless Child Care,Toronto,Toronto,"245 Fairlawn Ave, Toronto, ON M5M 1T2"
